num,name,address1,address2,address3,city,state,zip,county,phone
271342,DANIELS MEMORIAL HOSPITAL,105 5TH AVE E,NULL,NULL,SCOBEY,MT,59263,DANIELS,4064872296
271343,ST JOSEPH MEDICAL CENTER,6 13TH AVE E,NULL,NULL,POLSON,MT,59860,LAKE,4068835377
271344,SIDNEY HEALTH CENTER,216 14TH AVE SW,NULL,NULL,SIDNEY,MT,59270,RICHLAND,4064882100
271345,CENTRAL MONTANA MEDICAL CENTER,408 WENDELL AVE,NULL,NULL,LEWISTOWN,MT,59457,FERGUS,4065357711
271346,ROUNDUP MEMORIAL HEALTHCARE,1202 3RD ST W,NULL,NULL,ROUNDUP,MT,59072,MUSSELSHELL,4063232301
280003,BRYANLGH MEDICAL CENTER,1600 SOUTH 48TH ST,NULL,NULL,LINCOLN,NE,68506,LANCASTER,4024890200
280009,GOOD SAMARITAN HOSPITAL,"P O BOX 1990, 10 EAST 31ST ST",NULL,NULL,KEARNEY,NE,68848,BUFFALO,3088657900
280013,THE NEBRASKA MEDICAL CENTER,987400 NEBRASKA MEDICAL CENTER,NULL,NULL,OMAHA,NE,68198,DOUGLAS,4025522040
280020,SAINT ELIZABETH REGIONAL MEDICAL CENTER,555 SOUTH 70TH ST,NULL,NULL,LINCOLN,NE,68510,LANCASTER,4022197700
280023,ST FRANCIS MEDICAL CENTER,2620 WEST FAIDLEY AVE,NULL,NULL,GRAND ISLAND,NE,68803,HALL,3083844600
280030,CREIGHTON UNIVERSITY MEDICAL CENTER - SAINT JOSEPH,601 NORTH 30TH ST,NULL,NULL,OMAHA,NE,68131,DOUGLAS,4024494040
280032,MARY LANNING MEMORIAL HOSPITAL,715 N ST JOSEPH AVE,NULL,NULL,HASTINGS,NE,68901,ADAMS,4024634521
280040,THE NEBRASKA METHODIST HOSPITAL,8303 DODGE ST,NULL,NULL,OMAHA,NE,68114,DOUGLAS,4023904000
280060,ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER,7500 MERCY RD,NULL,NULL,OMAHA,NE,68124,DOUGLAS,4023986060
280061,REGIONAL WEST MEDICAL CENTER,4021 AVE B,NULL,NULL,SCOTTSBLUFF,NE,69361,SCOTTS BLUFF,3086353711
280065,GREAT PLAINS REGIONAL MEDICAL CENTER,601 WEST LEOTA ST,NULL,NULL,NORTH PLATTE,NE,69101,LINCOLN,3086968000
280077,FREMONT AREA MEDICAL CENTER,450 EAST 23RD ST,NULL,NULL,FREMONT,NE,68025,DODGE,4027211610
280081,ALEGENT HEALTH IMMANUEL MEDICAL CENTER,6901 NORTH 72ND ST,NULL,NULL,OMAHA,NE,68122,DOUGLAS,4025722121
280105,ALEGENT HEALTH MIDLANDS HOSPITAL,11111 SOUTH 84TH ST,NULL,NULL,PAPILLION,NE,68046,SARPY,4025933000
280111,COLUMBUS COMMUNITY HOSPITAL,4600 38TH ST,NULL,NULL,COLUMBUS,NE,68601,PLATTE,4025647118
280125,FAITH REGIONAL HEALTH SERVICES,2700 WEST NORFOLK AVE,NULL,NULL,NORFOLK,NE,68701,MADISON,4023714880
280127,LINCOLN SURGICAL HOSPITAL,"1710 SOUTH 70TH ST, SUITE 200",NULL,NULL,LINCOLN,NE,68506,LANCASTER,4024849090
280128,"NEBRASKA HEART HOSPITAL, LLC",7500 SOUTH 91ST ST,NULL,NULL,LINCOLN,NE,68526,LANCASTER,4023283000
280129,NEBRASKA ORTHOPAEDIC HOSPITAL,2808 SOUTH 143RD PLZ,NULL,NULL,OMAHA,NE,68144,DOUGLAS,4026370600
280130,ALEGENT HEALTH LAKESIDE HOSPITAL,16901 LAKESIDE HILLS CT,NULL,NULL,OMAHA,NE,68130,DOUGLAS,4027178000
280131,MIDWEST SURGICAL HOSPITAL LLC,7915 FARNAM DRIVE,NULL,NULL,OMAHA,NE,68114,DOUGLAS,4023991900
280132,BELLEVUE MEDICAL CENTER,2500 BELLEVUE MEDICAL CENTER DR,NULL,NULL,BELLEVUE,NE,68123,SARPY,4027633600
281300,HARLAN COUNTY HEALTH SYSTEM,"P O BOX 836, 717 NORTH BROWN ST",NULL,NULL,ALMA,NE,68920,HARLAN,3089282151
281301,FILLMORE COUNTY HOSPITAL,"P O BOX 193, 1325 H ST",NULL,NULL,GENEVA,NE,68361,FILLMORE,4027593167
281302,PAWNEE COUNTY MEMORIAL HOSPITAL,"P O BOX 433, 600 I ST",NULL,NULL,PAWNEE CITY,NE,68420,PAWNEE,4028522231
281303,NIOBRARA VALLEY HOSPITAL,"P O BOX 118, 401 SOUTH 5TH STREET",NULL,NULL,LYNCH,NE,68746,BOYD,4025692451
281304,THAYER COUNTY HEALTH SERVICES,120 PARK AVE,NULL,NULL,HEBRON,NE,68370,THAYER,4027686041
281305,KIMBALL HEALTH SERVICES,505 SOUTH BURG ST,NULL,NULL,KIMBALL,NE,69145,KIMBALL,3082351952
281306,KEARNEY COUNTY HEALTH SERVICES HOSPITAL,727 EAST 1ST ST,NULL,NULL,MINDEN,NE,68959,KEARNEY,3088323400
281307,SAUNDERS MEDICAL CENTER,1760 COUNTY RD J,NULL,NULL,WAHOO,NE,68066,SAUNDERS,4024434191
281308,HENDERSON HEALTH CARE SERVICES,1621 FRONT STREET,NULL,NULL,HENDERSON,NE,68371,YORK,4027234512
281309,COMMUNITY MEMORIAL HOSPITAL,"P O BOX N, 1579 MIDLAND ST",NULL,NULL,SYRACUSE,NE,68446,OTOE,4022692011
281310,GARDEN COUNTY HEALTH SERVICES,1100 WEST 2ND ST,NULL,NULL,OSHKOSH,NE,69154,GARDEN,3087723283
281311,FRANKLIN COUNTY MEMORIAL HOSPITAL,"P O BOX 315, 1406 Q ST",NULL,NULL,FRANKLIN,NE,68939,FRANKLIN,3084256221
281313,GOTHENBURG MEMORIAL HOSPITAL,910 20TH ST,NULL,NULL,GOTHENBURG,NE,69138,DAWSON,3085373661
281314,ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER,"P O BOX 428, 531 BEEBE ST",NULL,NULL,OSCEOLA,NE,68651,POLK,4027472031
281315,BRODSTONE MEMORIAL HOSP,"P O BOX 187, 520 EAST 10TH ST",NULL,NULL,SUPERIOR,NE,68978,NUCKOLLS,4028793281
281316,WEBSTER COUNTY COMMUNITY HOSPITAL,"P O BOX 465, 6TH AND FRANKLIN STS",NULL,NULL,RED CLOUD,NE,68970,WEBSTER,4027465600
281317,TILDEN COMMUNITY HOSPITAL,"P O BOX 340, 308 WEST 2ND",NULL,NULL,TILDEN,NE,68781,ANTELOPE,4023685343
281318,MORRILL COUNTY COMMUNITY HOSPITAL,"P O BOX 579, 1313 S STREET",NULL,NULL,BRIDGEPORT,NE,69336,MORRILL,3082621616
281319,JEFFERSON COMMUNITY HEALTH CENTER,"P O BOX 277, 2200 H ST",NULL,NULL,FAIRBURY,NE,68352,JEFFERSON,4027293351
281320,MEMORIAL HOSPITAL,1423 SEVENTH ST,NULL,NULL,AURORA,NE,68818,HAMILTON,4026943171
281321,OAKLAND MERCY HOSPITAL,601 EAST SECOND ST,NULL,NULL,OAKLAND,NE,68045,BURT,4026855601
281322,ST FRANCIS MEMORIAL HOSPITAL,430 NORTH MONITOR ST,NULL,NULL,WEST POINT,NE,68788,CUMING,4023722404
281323,ALEGENT HEALTH MEMORIAL HOSPITAL,104 WEST 17TH ST,NULL,NULL,SCHUYLER,NE,68661,COLFAX,4023522441
281324,NEMAHA COUNTY HOSPITAL,2022  13TH ST,NULL,NULL,AUBURN,NE,68305,NEMAHA,4022744366
281325,BROWN COUNTY HOSPITAL,945 EAST ZERO ST,NULL,NULL,AINSWORTH,NE,69210,BROWN,4023872800
281326,ANTELOPE MEMORIAL HOSPITAL,"P O BOX 229, 102 WEST 9TH ST",NULL,NULL,NELIGH,NE,68756,ANTELOPE,4028874151
281327,COZAD COMMUNITY HOSPITAL,"P O BOX 108, 300 EAST 12TH ST",NULL,NULL,COZAD,NE,69130,DAWSON,3087842261
281328,LITZENBERG MEMORIAL COUNTY HOSPITAL,1715  26TH ST,NULL,NULL,CENTRAL CITY,NE,68826,MERRICK,3089463015
281329,AVERA ST ANTHONY'S HOSPITAL,300 NORTH 2ND ST,NULL,NULL,O' NEILL,NE,68763,HOLT,4023362611
281330,WARREN MEMORIAL HOSPITAL,905 SECOND ST,NULL,NULL,FRIEND,NE,68359,SALINE,4029472541
281331,CREIGHTON AREA HEALTH SERVICES,"P O BOX 186, 1503 MAIN ST",NULL,NULL,CREIGHTON,NE,68729,KNOX,4023585700
281332,BUTLER COUNTY HEALTH CARE CENTER,372 SOUTH 9TH ST,NULL,NULL,DAVID CITY,NE,68632,BUTLER,4023671200
281333,ROCK COUNTY HOSPITAL,102 EAST SOUTH STREET,NULL,NULL,BASSETT,NE,68714,ROCK,4026843366
281334,BOONE COUNTY HEALTH CENTER,"P O BOX 151, 723 WEST FAIRVIEW ST",NULL,NULL,ALBION,NE,68620,BOONE,4023952191
281335,CALLAWAY DISTRICT HOSPITAL,"P O BOX 100, 211 KIMBALL ST",NULL,NULL,CALLAWAY,NE,68825,CUSTER,3088362228
281336,YORK GENERAL HOSPITAL,2222 LINCOLN AVE,NULL,NULL,YORK,NE,68467,YORK,4023626671
281338,HOWARD COUNTY MEDICAL CENTER,"P O BOX 406, 1113 SHERMAN ST",NULL,NULL,ST PAUL,NE,68873,HOWARD,3087544421
281339,MEMORIAL HEALTH CARE SYSTEMS,300 NORTH COLUMBIA AVE,NULL,NULL,SEWARD,NE,68434,SEWARD,4026432971
281340,DUNDY COUNTY HOSPITAL,"P O BOX 626, 1313 NORTH CHEYENNE ST",NULL,NULL,BENKELMAN,NE,69021,DUNDY,3084232204
281341,CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES,825 CENTENNIAL DRIVE,NULL,NULL,CHADRON,NE,69337,DAWES,3084325586
281342,ST MARY'S COMMUNITY HOSPITAL,1314  3RD AVE,NULL,NULL,NEBRASKA CITY,NE,68410,OTOE,4028733321
281343,WEST HOLT MEMORIAL HOSPITAL,406 W NEELY ST,NULL,NULL,ATKINSON,NE,68713,HOLT,4029252811
281344,CHERRY COUNTY HOSPITAL,"P O BOX 410, 510 NORTH GREEN ST",NULL,NULL,VALENTINE,NE,69201,CHERRY,4023762525
281345,PROVIDENCE MEDICAL CENTER,1200 PROVIDENCE RD,NULL,NULL,WAYNE,NE,68787,WAYNE,4023753800
281346,PLAINVIEW PUBLIC HOSPITAL,"P O BOX 489, 704 NORTH THIRD ST",NULL,NULL,PLAINVIEW,NE,68769,PIERCE,4025824245
281347,OSMOND GENERAL HOSPITAL,"P O BOX 429, 402 NORTH MAPLE ST",NULL,NULL,OSMOND,NE,68765,PIERCE,4027483393
281348,TRI VALLEY HEALTH SYSTEM,"P O BOX 488, 1305 WEST HWY 6 & 34",NULL,NULL,CAMBRIDGE,NE,69022,FURNAS,3086973329
281349,PENDER COMMUNITY HOSPITAL,"P O BOX 100, 603 EARL ST",NULL,NULL,PENDER,NE,68047,THURSTON,4023853083
281350,JOHNSON COUNTY HOSPITAL,202 HIGH ST,NULL,NULL,TECUMSEH,NE,68450,JOHNSON,4023353361
281351,CHASE COUNTY COMMUNITY HOSPITAL,"P O BOX 819, 600 W 12TH ST",NULL,NULL,IMPERIAL,NE,69033,CHASE,3088827111
281352,"COMMUNITY MEDICAL CENTER, INC","P O BOX 399, 3307 BARADA ST",NULL,NULL,FALLS CITY,NE,68355,RICHARDSON,4022452428
281353,VALLEY COUNTY HEALTH SYSTEM,2707 L STREET,NULL,NULL,ORD,NE,68862,VALLEY,3087284200
281354,CRETE AREA MEDICAL CENTER,"P O BOX 220, 2910 BETTEN DR",NULL,NULL,CRETE,NE,68333,SALINE,4028267997
281355,OGALLALA COMMUNITY HOSPITAL,2601 NORTH SPRUCE ST,NULL,NULL,OGALLALA,NE,69153,KEITH,3082844011
281356,PERKINS COUNTY HEALTH SERVICES,900 LINCOLN AVE,NULL,NULL,GRANT,NE,69140,PERKINS,3083527200
281357,MEMORIAL HEALTH CENTER,645 OSAGE ST,NULL,NULL,SIDNEY,NE,69162,CHEYENNE,3082545825
281358,GORDON MEMORIAL HOSPITAL DISTRICT,300 EAST 8TH ST,NULL,NULL,GORDON,NE,69343,SHERIDAN,3082820401
281359,MEMORIAL COMMUNITY HOSPITAL,810 NORTH 22ND ST,NULL,NULL,BLAIR,NE,68008,WASHINGTON,4024262182
281360,BOX BUTTE GENERAL HOSPITAL,"P O BOX 810, 2101 BOX BUTTE AVE",NULL,NULL,ALLIANCE,NE,69301,BOX BUTTE,3087626660
281361,TRI-COUNTY AREA HOSPITAL DISTRICT,"P O BOX 980, 1201 NORTH ERIE ST",NULL,NULL,LEXINGTON,NE,68850,DAWSON,3083245651
281362,PHELPS MEMORIAL HEALTH CENTER,1215 TIBBALS ST,NULL,NULL,HOLDREGE,NE,68949,PHELPS,3089952211
281363,COMMUNITY HOSPITAL,"P O BOX 1328, 1301 EAST H ST",NULL,NULL,MCCOOK,NE,69001,RED WILLOW,3083442650
281364,"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC","P O BOX 278, 1110 NORTH 10TH ST",NULL,NULL,BEATRICE,NE,68310,GAGE,4022283344
281365,JENNIE M MELHAM MEMORIAL MEDICAL CENTER,145 MEMORIAL DRIVE,NULL,NULL,BROKEN BOW,NE,68822,CUSTER,3088724100
290001,RENOWN REGIONAL MEDICAL CENTER,1155 MILL STREET,NULL,NULL,RENO,NV,89502,WASHOE,7759824100
290003,SUNRISE HOSPITAL AND MEDICAL CENTER,3186 S MARYLAND PKWY,NULL,NULL,LAS VEGAS,NV,89109,CLARK,7027318000
290005,NORTH VISTA HOSPITAL,1409 EAST LAKE MEAD BLVD,NULL,NULL,NORTH LAS VEGAS,NV,89030,CLARK,7026497711
290006,BANNER CHURCHILL COMMUNITY HOSPITAL,801 EAST WILLIAMS AVENUE,NULL,NULL,FALLON,NV,89406,CHURCHILL,7754233151
290007,UMC OF SOUTHERN NEVADA,1800 W CHARLESTON BLVD,NULL,NULL,LAS VEGAS,NV,89102,CLARK,7023832000
290008,NORTHEASTERN NEVADA REGIONAL HOSPITAL,2001 ERRECART BLVD,NULL,NULL,ELKO,NV,89801,ELKO,7757385151
290009,SAINT MARY'S REGIONAL MEDICAL CENTER,235 W 6TH ST,NULL,NULL,RENO,NV,89503,WASHOE,7757703000
290012,SAINT ROSE DOMINICAN HOSPITAL - DE LIMA,102 E LAKE MEAD DR,NULL,NULL,HENDERSON,NV,89015,CLARK,7026165000
290019,CARSON TAHOE REGIONAL MEDICAL CENTER,1600 MEDICAL PARKWAY,NULL,NULL,CARSON CITY,NV,89703,CARSON CITY,7754458000
290020,NYE REGIONAL MEDICAL CENTER,825 ERIE MAIN ST,NULL,NULL,TONOPAH,NV,89049,NYE,7754826233
290021,VALLEY HOSPITAL MEDICAL CENTER,620 SHADOW LANE,NULL,NULL,LAS VEGAS,NV,89106,CLARK,7023884000
290022,DESERT SPRINGS HOSPITAL,2075 EAST FLAMINGO ROAD,NULL,NULL,LAS VEGAS,NV,89119,CLARK,7023697610
290032,NORTHERN NEVADA MEDICAL CENTER,2375 PRATER WAY,NULL,NULL,SPARKS,NV,89434,WASHOE,7753317000
290039,MOUNTAINVIEW HOSPITAL,3100 N TENAYA,NULL,NULL,LAS VEGAS,NV,89128,CLARK,7022555000
290041,SUMMERLIN HOSPITAL MEDICAL CENTER,657 TOWN CENTER DRIVE,NULL,NULL,LAS VEGAS,NV,89144,CLARK,7022337500
290045,SAINT ROSE DOMINICAN HOSPITAL - SIENA CAMPUS,3001 ST ROSE PARKWAY,NULL,NULL,HENDERSON,NV,89052,CLARK,7026165000
290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,5400 SOUTH RAINBOW BLVD,NULL,NULL,LAS VEGAS,NV,89118,CLARK,7028533000
290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,9300 WEST SUNSET,NULL,NULL,LAS VEGAS,NV,89148,CLARK,7028802100
290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,10101 DOUBLE R BLVD,NULL,NULL,RENO,NV,89521,CARSON CITY,7759827056
290051,SIERRA SURGERY HOSPITAL,1400 MEDICAL PKWY,NULL,NULL,CARSON CITY,NV,89703,CARSON CITY,7758831700
290053,SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS,8280 W WARM SPRINGS ROAD,NULL,NULL,LAS VEGAS,NV,89113,CLARK,7026165509
290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,6900 N DURANGO DR,NULL,NULL,LAS VEGAS,NV,89149,CLARK,7028359700
291306,CARSON VALLEY MEDICAL CENTER,1107 HIGHWAY 395,NULL,NULL,GARDNERVILLE,NV,89410,DOUGLAS,7757821500
291307,MESA VIEW REGIONAL HOSPITAL,1299 BERTHA HOWE AVENUE,NULL,NULL,MESQUITE,NV,89027,CLARK,7023468040
291308,HUMBOLDT GENERAL HOSPITAL,118 EAST HASKELL STREET,NULL,NULL,WINNEMUCCA,NV,89445,HUMBOLDT,7756235222
291309,BOULDER CITY HOSPITAL,901 ADAMS BLVD,NULL,NULL,BOULDER CITY,NV,89005,CLARK,7022934111
291311,DESERT VIEW REGIONAL MEDICAL CENTER,360 SOUTH LOLA LANE,NULL,NULL,PAHRUMP,NV,89048,NYE,7757517500
300001,CONCORD HOSPITAL,250 PLEASANT ST,NULL,NULL,CONCORD,NH,3301,MERRIMACK,6032252711
300003,MARY HITCHCOCK MEMORIAL HOSPITAL,1 MEDICAL CENTER DRIVE,NULL,NULL,LEBANON,NH,3756,GRAFTON,6036505000
300005,LAKES REGION GENERAL HOSPITAL,80 HIGHLAND ST,NULL,NULL,LACONIA,NH,3246,BELKNAP,6035243211
300011,ST JOSEPH HOSPITAL,172 KINSLEY ST,NULL,NULL,NASHUA,NH,3060,HILLSBOROUGH,6038823000
300012,ELLIOT HOSPITAL,1 ELLIOT WAY,NULL,NULL,MANCHESTER,NH,3103,HILLSBOROUGH,6036695300
300014,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD,NULL,NULL,ROCHESTER,NH,3867,STRAFFORD,6033325211
300017,PARKLAND MEDICAL CENTER,1 PARKLAND DRIVE,NULL,NULL,DERRY,NH,3038,ROCKINGHAM,6034212100
300018,WENTWORTH-DOUGLASS HOSPITAL,789 CENTRAL AVE,NULL,NULL,DOVER,NH,3820,STRAFFORD,6037402580
300019,CHESHIRE MEDICAL CENTER,580 COURT STREET,NULL,NULL,KEENE,NH,3431,CHESHIRE,6033545400
300020,SOUTHERN NH MEDICAL CENTER,8 PROSPECT STREET,NULL,NULL,NASHUA,NH,3060,HILLSBOROUGH,6035772000
300023,EXETER HOSPITAL INC,5 ALUMNI DRIVE,NULL,NULL,EXETER,NH,3833,ROCKINGHAM,6037787311
300029,PORTSMOUTH REGIONAL HOSPITAL,333 BORTHWICK AVE,NULL,NULL,PORTSMOUTH,NH,3801,ROCKINGHAM,6034365110
300034,CATHOLIC MEDICAL CENTER,100 MCGREGOR STREET,NULL,NULL,MANCHESTER,NH,3102,HILLSBOROUGH,6036683545
301300,UPPER CONNECTICUT VALLEY HOSPITAL,181 CORLISS LANE,NULL,NULL,COLEBROOK,NH,3576,COOS,6032374971
301301,COTTAGE HOSPITAL,90 SWIFTWATER RD,NULL,NULL,WOODSVILLE,NH,3785,GRAFTON,6037479000
301302,LITTLETON REGIONAL HOSPITAL,600 ST JOHNSBURY ROAD,NULL,NULL,LITTLETON,NH,3561,GRAFTON,6034449000
301303,WEEKS MEDICAL CENTER,173 MIDDLE STREET,NULL,NULL,LANCASTER,NH,3584,COOS,6037884911
301304,NEW LONDON HOSPITAL,273 COUNTY ROAD,NULL,NULL,NEW LONDON,NH,3257,MERRIMACK,6035262911
301305,ALICE PECK DAY MEMORIAL HOSPITAL,125 MASCOMA ST,NULL,NULL,LEBANON,NH,3766,GRAFTON,6034483121
301306,FRANKLIN REGIONAL HOSPITAL,15 AIKEN AVENUE,NULL,NULL,FRANKLIN,NH,3235,MERRIMACK,6039342060
301307,"MEMORIAL HOSPITAL, THE",3073 WHITE MOUNTAIN HIGHWAY,NULL,NULL,NORTH CONWAY,NH,3860,CARROLL,6033565461
301308,VALLEY REGIONAL HOSPITAL,243 ELM STREET,NULL,NULL,CLAREMONT,NH,3743,SULLIVAN,6035427771
301309,MONADNOCK COMMUNITY HOSPITAL,452 OLD STREET ROAD,NULL,NULL,PETERBOROUGH,NH,3458,HILLSBOROUGH,6039247191
301310,ANDROSCOGGIN VALLEY HOSPITAL,59 PAGE HILL ROAD,NULL,NULL,BERLIN,NH,3570,COOS,6037522200
301311,SPEARE MEMORIAL HOSPITAL,16 HOSPITAL ROAD,NULL,NULL,PLYMOUTH,NH,3264,GRAFTON,6035361120
301312,HUGGINS HOSPITAL,240 SOUTH MAIN STREET,NULL,NULL,WOLFEBORO,NH,3894,CARROLL,6035697500
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,NULL,NULL,HACKENSACK,NJ,7601,BERGEN,2019962000
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NULL,NULL,NEWARK,NJ,7112,ESSEX,9739267850
310003,PALISADES MEDICAL CTR-NY PRESBYTERIAN HEALTHCARE S,7600 RIVER RD,NULL,NULL,NORTH BERGEN,NJ,7047,HUDSON,2018545000
310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,NULL,NULL,FLEMINGTON,NJ,8822,HUNTERDON,9087886100
310006,"ST MARY'S HOSPITAL, PASSAIC",350 BOULEVARD,NULL,NULL,PASSAIC,NJ,7055,PASSAIC,9733654300
310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,NULL,NULL,TEANECK,NJ,7666,BERGEN,2018333000
310009,CLARA MAASS MEDICAL CENTER,ONE CLARA MAAS DRIVE,NULL,NULL,BELLEVILLE,NJ,7109,ESSEX,9734502002
310010,UNIVERSITY MEDICAL CENTER AT PRINCETON,253 WITHERSPOON ST,NULL,NULL,PRINCETON,NJ,8540,MERCER,6094974000
310011,CAPE REGIONAL MEDICAL CENTER INC,TWO STONE HARBOR BLVD,NULL,NULL,CAPE MAY COURT HOUSE,NJ,8210,CAPE MAY,6094632000
310012,VALLEY HOSPITAL,223 N VAN DIEN AVENUE,NULL,NULL,RIDGEWOOD,NJ,7450,BERGEN,2014478000
310014,COOPER UNIVERSITY HOSPITAL,1 COOPER PLAZA,NULL,NULL,CAMDEN,NJ,8103,CAMDEN,8563422000
310015,MORRISTOWN MEMORIAL HOSPITAL,100 MADISON AVE,NULL,NULL,MORRISTOWN,NJ,7962,MORRIS,9736603270
310016,CHRIST HOSPITAL,176 PALISADE AVE,NULL,NULL,JERSEY CITY,NJ,7306,HUDSON,2017958200
310017,CHILTON MEMORIAL HOSPITAL,97 WEST PARKWAY,NULL,NULL,POMPTON PLAINS,NJ,7444,MORRIS,9738315000
310019,ST JOSEPH'S REGIONAL MEDICAL CENTER,703 MAIN ST,NULL,NULL,PATERSON,NJ,7503,PASSAIC,9737542000
310021,ST FRANCIS MEDICAL CENTER,601 HAMILTON AVE,NULL,NULL,TRENTON,NJ,8629,MERCER,6095995000
310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,NULL,NULL,BERLIN,NJ,8009,CAMDEN,8563223200
310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,865 STONE ST,NULL,NULL,RAHWAY,NJ,7065,UNION,7323814200
310025,BAYONNE HOSPITAL CENTER,29 EAST 29TH ST,NULL,NULL,BAYONNE,NJ,7002,HUDSON,2018585000
310027,TRINITAS REGIONAL MEDICAL CENTER,225 WILLIAMSON STREET,NULL,NULL,ELIZABETH,NJ,7207,UNION,9089945000
310028,NEWTON MEMORIAL HOSPITAL,175 HIGH ST,NULL,NULL,NEWTON,NJ,7860,SUSSEX,9733832121
310029,OUR LADY OF LOURDES MEDICAL CENTER,1600 HADDON AVENUE,NULL,NULL,CAMDEN,NJ,8103,CAMDEN,8567573500
310031,DEBORAH HEART AND LUNG CENTER,200 TRENTON ROAD,NULL,NULL,BROWNS MILLS,NJ,8015,BURLINGTON,6098936611
310032,SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER,1505 W SHERMAN AVE,NULL,NULL,VINELAND,NJ,8360,CUMBERLAND,8566418000
310034,RIVERVIEW MEDICAL CENTER,ONE RIVERVIEW PLAZA,NULL,NULL,RED BANK,NJ,7701,MONMOUTH,7327412700
310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,ONE ROBERT WOOD JOHNSON PL,NULL,NULL,NEW BRUNSWICK,NJ,8901,MIDDLESEX,7328283000
310039,RARITAN BAY MEDICAL CENTER,530 NEW BRUNSWICK AVE,NULL,NULL,PERTH AMBOY,NJ,8861,MIDDLESEX,7324423700
310040,HOBOKEN UNIVERSITY MEDICAL CENTER,308 WILLOW AVE,NULL,NULL,HOBOKEN,NJ,7030,HUDSON,2014181004
310041,COMMUNITY MEDICAL CENTER,99 RT 37 WEST,NULL,NULL,TOMS RIVER,NJ,8755,OCEAN,7325578000
310044,CAPITAL HEALTH SYSTEM-MERCER CAMPUS,446 BELLEVUE AVE,NULL,NULL,TRENTON,NJ,8618,MERCER,6093944000
310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,350 ENGLE ST,NULL,NULL,ENGLEWOOD,NJ,7631,BERGEN,2018943000
310047,SHORE MEMORIAL HOSPITAL,1 EAST NEW YORK AVE,NULL,NULL,SOMERS POINT,NJ,8244,ATLANTIC,6096533545
310048,SOMERSET MEDICAL CENTER,110 REHILL AVE,NULL,NULL,SOMERVILLE,NJ,8876,SOMERSET,9086852200
310050,SAINT CLARE'S HOSPITAL,25 POCONO ROAD,NULL,NULL,DENVILLE,NJ,7834,MORRIS,9736256000
310051,OVERLOOK HOSPITAL,99 BEAUVIOR AVE,NULL,NULL,SUMMIT,NJ,7902,UNION,9085222000
310052,OCEAN MEDICAL CENTER,425 JACK MARTIN BLVD,NULL,NULL,BRICK,NJ,8724,OCEAN,7328402200
310054,MOUNTAINSIDE HOSPITAL,BAY AND HIGHLAND AVE,NULL,NULL,MONTCLAIR,NJ,7042,ESSEX,9734296000
310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,175 MADISON AVE,NULL,NULL,MOUNT HOLLY,NJ,8060,BURLINGTON,6099146200
310058,BERGEN REGIONAL MEDICAL CENTER,230 EAST RIDGEWOOD AVE,NULL,NULL,PARAMUS,NJ,7652,BERGEN,2019674000
310060,WARREN HOSPITAL,185 ROSEBERRY ST,NULL,NULL,PHILLIPSBURG,NJ,8865,WARREN,9088596700
310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,218A SUNSET ROAD,NULL,NULL,WILLINGBORO,NJ,8046,BURLINGTON,6098352900
310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,1925 PACIFIC AVE,NULL,NULL,ATLANTIC CITY,NJ,8401,ATLANTIC,6094418020
310069,SOUTH JERSEY HEALTHCARE-ELMER HOSPITAL,501 WEST FRONT STREET,NULL,NULL,ELMER,NJ,8318,SALEM,8563631000
310070,SAINT PETER'S UNIVERSITY HOSPITAL,254 EASTON AVE,NULL,NULL,NEW BRUNSWICK,NJ,8901,MIDDLESEX,7327457944
310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,1945 RTE 33,NULL,NULL,NEPTUNE,NJ,7754,MONMOUTH,7327755500
310074,LIBERTYHEALTH-JERSEY CITY MEDICAL CENTER CAMPUS,355 GRAND STREET,NULL,NULL,JERSEY CITY,NJ,7302,HUDSON,2019152000
